 |                              | |                              |            |            |      |          |    |      | SDSS-DR6 u  | SDSS-DR6 u  | SDSS-DR6 g  | SDSS-DR6 g  | SDSS-DR6 r  | SDSS-DR6 r  | SDSS-DR6 i  | SDSS-DR6 i  | SDSS-DR6 z  | SDSS-DR6 z  |    FIRST    |    FIRST    
 |      Input Object Name       | |         Object Name          |     RA     |    Dec     |Object| Redshift | z  |Mag./ |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   1.4 GHz   |   1.4 GHz   
 |   (E/W Hover for Messages)   | | (* Hover for Essential Note) |  J2000.0   |  J2000.0   | Type |          |Qual|Filter|  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  
 |                              | |                              |            |            |      |          |    |      |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |   milliJy   |  W/m^2/Hz    
 |TXS1109+350                   | |[HB89] 1109+350               |11h12m38.77s|+34d46m39.1s|QSO   |  1.949500|    | 19.4g|       19.334|     6.96E-31|       19.436|     6.10E-31|       19.294|     6.96E-31|       19.006|     9.07E-31|       18.909|     9.73E-31|       188.12|     1.88E-27
 |4C+20.25                      | |4C +20.25                     |11h25m58.74s|+20d05m54.3s|G     |  0.133000|    |  18.0|       19.123|     8.45E-31|       18.240|     1.84E-30|       17.633|     3.21E-30|       17.209|     4.75E-30|       17.053|     5.38E-30|             |             
 |MG2J112758+3620               | |WISE J112758.88+362028.4      |11h27m58.87s|+36d20m28.4s|QSO   |  0.884000|    | 19.59|       21.214|     1.23E-31|       20.670|     1.96E-31|       20.537|     2.21E-31|       20.571|     2.14E-31|       20.349|     2.56E-31|        80.44|     8.04E-28
 |B21128+38                     |*|B2 1128+38                    |11h30m53.28s|+38d15m18.5s|QSO   |  1.740457|    | 18.8g|       19.032|     9.19E-31|       18.846|     1.05E-30|       18.757|     1.14E-30|       18.450|     1.51E-30|       18.446|     1.49E-30|       671.08|     6.71E-27
 |4C+10.33                      | |[HB89] 1130+106               |11h32m59.49s|+10d23m42.3s|QSO   |  0.539667|    | 17.0g|       17.345|     4.35E-30|       17.002|     5.74E-30|       17.084|     5.33E-30|       16.980|     5.86E-30|       17.052|     5.39E-30|             |             
 |MG2J113627+3408               | |SDSS J113627.34+340739.5      |11h36m27.34s|+34d07m39.5s|QSO   |  1.336950|    | 20.3g|       20.434|     2.52E-31|       20.255|     2.87E-31|       19.804|     4.35E-31|       19.605|     5.22E-31|       19.363|     6.40E-31|       152.86|     1.53E-27
 |B31143+446A                   | |B3 1143+446A                  |11h45m38.52s|+44d20m21.9s|QSO   |  0.299836|    | 18.7g|       19.401|     6.54E-31|       18.691|     1.21E-30|       18.052|     2.18E-30|       17.647|     3.17E-30|       17.230|     4.57E-30|             |             
 |S41144+40                     |*|B2 1144+40                    |11h46m58.30s|+39d58m34.3s|QSO   |  1.090069|    | 18.7g|       18.946|     9.94E-31|       18.644|     1.27E-30|       18.309|     1.72E-30|       18.293|     1.75E-30|       18.329|     1.66E-30|       341.11|     3.41E-27
 |B31151+408                    | |B3 1151+408                   |11h53m54.66s|+40d36m52.6s|QSO   |  0.925125|    | 19.6g|       19.796|     4.55E-31|       19.530|     5.60E-31|       19.262|     7.16E-31|       19.217|     7.47E-31|       19.027|     8.73E-31|      1024.20|     1.02E-26
 |OM484                         |*|SBS 1150+497                  |11h53m24.47s|+49d31m08.8s|QSO   |  0.333664|    | 17.4g|       17.238|     4.80E-30|       17.397|     3.99E-30|       17.408|     3.95E-30|       17.429|     3.88E-30|       16.819|     6.68E-30|             |             
