                              | |                              |      |          |    |      | SDSS-DR6 u  | SDSS-DR6 u  | SDSS-DR6 g  | SDSS-DR6 g  | SDSS-DR6 r  | SDSS-DR6 r  | SDSS-DR6 i  | SDSS-DR6 i  | SDSS-DR6 z  | SDSS-DR6 z  |    FIRST    |    FIRST    
      Input Object Name       | |         Object Name          |Object| Redshift | z  |Mag./ |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   PSF AB    |   1.4 GHz   |   1.4 GHz   
                              | | (* Hover for Essential Note) | Type |          |Qual|Filter|  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  |  Pub-flux   | Homog-flux  
                              | |                              |      |          |    |      |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |  asinh mag  |  W/m^2/Hz   |   milliJy   |  W/m^2/Hz    
PMNJ0743-5619                 | |WISE J074320.49-561933.5      |QSO   |  2.319000|    | 19.4R|             |             |             |             |             |             |             |             |             |             |             |             
B20743+25                     |*|B2 0743+25                    |QSO   |  2.987498|    | 19.8g|       20.756|     1.88E-31|       19.712|     4.73E-31|       19.501|     5.75E-31|       19.424|     6.17E-31|       19.480|     5.74E-31|             |             
S30745+24                     | |PKS 0745+241                  |QSO   |  0.409854|    | 19.2g|       19.811|     4.48E-31|       19.218|     7.46E-31|       18.601|     1.32E-30|       18.217|     1.88E-30|       18.239|     1.80E-30|             |             
OI280                         |*|[HB89] 0748+126               |QSO   |  0.889000|    |  17.8|       17.864|     2.69E-30|       17.494|     3.65E-30|       17.279|     4.45E-30|       17.213|     4.73E-30|       17.051|     5.39E-30|             |             
TXS0755+117                   | |WISE J075807.64+113645.9      |QSO   |  0.568712|    | 17.8g|       18.011|     2.35E-30|       17.763|     2.85E-30|       17.996|     2.30E-30|       17.988|     2.32E-30|       17.924|     2.41E-30|             |             
PKSB0802-010                  |*|GALEXASC J080512.88-011114.1  |G     |  1.388000|    |  17.5|             |             |             |             |             |             |             |             |             |             |             |             
TXS0800+618                   |*|WISE J080518.15+614424.0      |QSO   |  3.033000|    | 19.6R|             |             |             |             |             |             |             |             |             |             |             |             
OJ508                         |*|SBS 0804+499                  |QSO   |  1.435161|    | 19.1g|       19.312|     7.10E-31|       19.090|     8.39E-31|       18.696|     1.21E-30|       18.558|     1.37E-30|       18.445|     1.49E-30|             |             
SDSSJ080754.50+494627.6       | |SDSS J080754.50+494627.6      |QSO   |  0.574694|    | 20.3g|       21.112|     1.35E-31|       20.272|     2.83E-31|       19.716|     4.72E-31|       18.903|     9.97E-31|       19.086|     8.26E-31|             |             
PKS0805-07                    | |[HB89] 0805-077               |QSO   |  1.837000|    |  18.4|             |             |             |             |             |             |             |             |             |             |             |             
S40805+41                     | |FBQS J080856.6+405244         |QSO   |  1.420010|    | 19.5g|       19.340|     6.92E-31|       19.473|     5.90E-31|       18.937|     9.67E-31|       18.919|     9.83E-31|       18.953|     9.34E-31|       608.95|     6.09E-27
87GB080551.6+535010           | |SDSS J080941.73+534125.2      |QSO   |  2.133000|    | 19.77|       21.778|     7.29E-32|       20.962|     1.50E-31|       20.409|     2.49E-31|       20.074|     3.39E-31|       19.699|     4.69E-31|             |             
B30819+408                    | |B3 0819+408                   |QSO   |  0.864948|    | 19.1g|       19.552|     5.69E-31|       19.083|     8.45E-31|       18.893|     1.01E-30|       18.936|     9.67E-31|       18.766|     1.11E-30|             |             
B20821+24                     |*|B2 0821+24                    |QSO   |  1.242000|    | 19.94|       19.748|     4.75E-31|       19.698|     4.80E-31|       19.357|     6.56E-31|       19.194|     7.63E-31|       19.091|     8.23E-31|             |             
4C+39.23                      |*|FBQS J082455.4+391641         |QSO   |  1.215921|    | 18.3g|       18.527|     1.46E-30|       18.240|     1.84E-30|       17.934|     2.43E-30|       17.660|     3.13E-30|       17.399|     3.91E-30|      1458.24|     1.46E-26
OJ535                         | |SBS 0820+560                  |QSO   |  1.421334|    | 18.4g|       18.505|     1.49E-30|       18.369|     1.63E-30|       18.076|     2.14E-30|       17.915|     2.48E-30|       17.879|     2.51E-30|             |             
TXS0824+524                   |*|WISE J082753.68+521758.2      |QSO   |  0.337622|    | 19.8g|       19.936|     4.00E-31|       19.908|     3.95E-31|       19.282|     7.03E-31|       18.931|     9.72E-31|       18.273|     1.75E-30|             |             
TXS0826+091                   |*|SDSS J082930.32+085821.3      |QSO   |  0.866000|    |  21.5|       21.737|     7.57E-32|       21.672|     7.77E-32|       21.355|     1.04E-31|       20.834|     1.68E-31|       20.301|     2.68E-31|             |             
OJ248                         |*|FBQS J083052.0+241059         |QSO   |  0.941400|    | 17.4g|       17.653|     3.27E-30|       17.362|     4.12E-30|       17.104|     5.23E-30|       17.042|     5.54E-30|       16.918|     6.09E-30|             |             
OJ451                         | |FBQS J083353.8+422401         |QSO   |  0.249153|    | 17.3g|       17.837|     2.76E-30|       17.316|     4.30E-30|       16.861|     6.54E-30|       16.522|     8.94E-30|       16.249|     1.13E-29|             |             
PKS0834-20                    | |[HB89] 0834-201               |QSO   |  2.752000|    |  19.4|             |             |             |             |             |             |             |             |             |             |             |             
PKS0837+012                   | |PKS 0837+012                  |QSO   |  1.123000|    |  19.0|       19.551|     5.70E-31|       19.438|     6.09E-31|       19.067|     8.57E-31|       19.062|     8.61E-31|       19.337|     6.55E-31|             |             
S50836+71                     | |[HB89] 0836+710               |QSO   |  2.172000|    | 17.3V|             |             |             |             |             |             |             |             |             |             |             |             
PMNJ0850-1213                 | |WISE J085009.64-121335.2      |G     |  0.566000|    |  16.9|             |             |             |             |             |             |             |             |             |             |             |             
S40859+47                     | |[HB89] 0859+470               |QSO   |  1.464988|    | 19.4g|       19.362|     6.78E-31|       19.340|     6.67E-31|       18.987|     9.23E-31|       18.780|     1.12E-30|       18.756|     1.12E-30|             |             
GB6J0905+2748A                |*|SDSS J090504.05+274817.7      |QSO   |  1.487497|    | 20.2g|       20.637|     2.09E-31|       20.195|     3.03E-31|       19.819|     4.29E-31|       19.479|     5.87E-31|       19.438|     5.97E-31|             |             
PKS0906+01                    | |[HB89] 0906+015               |QSO   |  1.024905|    | 17.3g|       17.547|     3.61E-30|       17.268|     4.50E-30|       17.021|     5.64E-30|       16.936|     6.10E-30|       16.848|     6.50E-30|             |             
PKS0907-023                   | |[HB89] 0907-023               |QSO   |  0.957000|    | 18.56|             |             |             |             |             |             |             |             |             |             |             |             
TXS0907+230                   |*|SDSS J091042.12+224835.5      |QSO   |  2.661000|    | 21.1g|       21.679|     7.99E-32|       21.109|     1.31E-31|       20.996|     1.45E-31|       21.260|     1.13E-31|       20.392|     2.46E-31|             |             
B20909+34                     |*|B2 0909+34                    |RadioS|          |    |      |             |             |             |             |             |             |             |             |             |             |             |             
B30908+416B                   | |B3 0908+416B                  |QSO   |  2.563000|    | 20.7g|       21.490|     9.52E-32|       20.720|     1.87E-31|       20.313|     2.72E-31|       20.162|     3.13E-31|       19.925|     3.80E-31|       346.11|     3.46E-27
S40913+39                     | |4C +38.28                     |QSO   |  1.267541|    | 19.4g|       19.601|     5.44E-31|       19.369|     6.49E-31|       18.876|     1.02E-30|       18.615|     1.30E-30|       18.325|     1.67E-30|      1070.46|     1.07E-26
S40917+44                     | |[HB89] 0917+449               |QSO   |  2.186448|    | 18.1g|       18.668|     1.28E-30|       18.079|     2.13E-30|       17.919|     2.47E-30|       17.704|     3.01E-30|       17.422|     3.83E-30|             |             
OK630                         | |WISE J092136.24+621552.2      |QSO   |  1.446000|   :|  19.5|       19.561|     5.64E-31|       19.273|     7.09E-31|       18.658|     1.25E-30|       18.345|     1.67E-30|       18.248|     1.79E-30|             |             
TXS0919-052                   | |WISE J092223.73-052907.1      |G     |  0.974000|    | 18.6R|             |             |             |             |             |             |             |             |             |             |             |             
B30920+416                    |*|B3 0920+416                   |G     |  0.028000|    | 19.57|       21.149|     1.31E-31|       20.495|     2.30E-31|       19.950|     3.80E-31|       19.628|     5.11E-31|       19.354|     6.45E-31|       194.92|     1.95E-27
B20920+28                     |*|B2 0920+28                    |QSO   |  0.744142|    | 19.3g|       19.728|     4.84E-31|       19.265|     7.15E-31|       19.158|     7.89E-31|       19.110|     8.24E-31|       18.900|     9.81E-31|             |             
PKS0925-203                   | |[HB89] 0925-203               |QSO   |  0.347407|    |  16.4|             |             |             |             |             |             |             |             |             |             |             |             
GB6J0937+5008                 | |WISE J093712.32+500852.1      |QSO   |  0.275468|    | 19.1g|       19.721|     4.87E-31|       19.153|     7.92E-31|       18.522|     1.42E-30|       18.099|     2.09E-30|       17.746|     2.84E-30|             |             
TXS0938-133                   | |2MASS J09410257-1335509       |QSO   |  0.551000|    | 16.8R|             |             |             |             |             |             |             |             |             |             |             |             
MG2J094148+2728               | |SDSS J094148.11+272838.8      |QSO   |  1.308695|    | 19.3g|       19.365|     6.76E-31|       19.281|     7.04E-31|       18.899|     1.00E-30|       18.733|     1.17E-30|       18.552|     1.35E-30|             |             
TXS0943+105                   |*|WISE J094635.06+101706.1      |QSO   |  1.004451|    | 19.6g|       19.932|     4.01E-31|       19.553|     5.48E-31|       19.243|     7.29E-31|       19.318|     6.80E-31|       19.207|     7.39E-31|             |             
4C+40.24                      | |FBQS J094855.3+403944         |QSO   |  1.249964|    | 17.9g|       17.756|     2.98E-30|       17.835|     2.67E-30|       17.598|     3.32E-30|       17.507|     3.61E-30|       17.548|     3.41E-30|      1538.22|     1.54E-26
OK290                         | |FBQS J095649.8+251515         |QSO   |  0.707208|    | 18.0g|       18.424|     1.61E-30|       17.955|     2.39E-30|       17.947|     2.41E-30|       18.065|     2.16E-30|       17.852|     2.58E-30|             |             
OK492                         | |[HB89] 0955+476               |QSO   |  1.882105|    | 18.6g|       18.551|     1.43E-30|       18.545|     1.39E-30|       18.469|     1.49E-30|       18.174|     1.95E-30|       18.107|     2.04E-30|             |             
PMNJ0957-1350                 | |WISE J095718.17-135001.1      |QSO   |  1.323000|    | 17.3R|             |             |             |             |             |             |             |             |             |             |             |             
4C+55.17                      |*|[HB89] 0954+556               |QSO   |  0.899610|    | 17.9g|       18.258|     1.87E-30|       17.950|     2.40E-30|       17.574|     3.39E-30|       17.385|     4.04E-30|       17.199|     4.70E-30|             |             
PKS1004-217                   | |[HB89] 1004-217               |QSO   |  0.330000|    | 16.89|             |             |             |             |             |             |             |             |             |             |             |             
PKS1005-333                   | |PKS 1005-333                  |QSO   |  1.837000|    |  18.0|             |             |             |             |             |             |             |             |             |             |             |             
PKS1008-01                    | |4C -01.21                     |G     |          |    |  19.4|             |             |             |             |             |             |             |             |             |             |             |             
NVSSJ101051-020227            | |SDSS J101051.62-020225.9      |QSO   |  0.896000|    | 18.81|       19.226|     7.68E-31|       18.989|     9.21E-31|       18.804|     1.09E-30|       18.943|     9.61E-31|       18.959|     9.29E-31|             |             
MG2J101241+2439               | |WISE J101241.39+243923.2      |QSO   |  1.805000|    | 19.7g|       19.546|     5.72E-31|       19.653|     5.00E-31|       19.613|     5.19E-31|       19.420|     6.19E-31|       19.340|     6.54E-31|             |             
OL318                         | |[HB89] 1010+350               |QSO   |  1.411623|    | 19.2g|       19.314|     7.09E-31|       19.157|     7.89E-31|       18.798|     1.10E-30|       18.716|     1.18E-30|       18.680|     1.20E-30|       356.64|     3.57E-27
TXS1013+054                   | |WISE J101603.13+051302.2      |QSO   |  1.712720|    | 19.9g|       20.513|     2.35E-31|       19.889|     4.02E-31|       19.482|     5.85E-31|       19.076|     8.50E-31|       18.749|     1.13E-30|             |             
B21015+35B                    | |FBQS J101810.9+354239         |QSO   |  1.229508|    | 18.3g|       18.367|     1.70E-30|       18.262|     1.80E-30|       17.906|     2.50E-30|       17.846|     2.64E-30|       17.939|     2.38E-30|       582.82|     5.83E-27
PKS1016-311                   | |PKS 1016-311                  |QSO   |  0.794000|    |  18.5|             |             |             |             |             |             |             |             |             |             |             |             
TXS1015+057                   | |2MASS J10182785+0530299       |QSO   |  1.945255|    | 19.4g|       19.651|     5.19E-31|       19.337|     6.69E-31|       19.080|     8.47E-31|       18.712|     1.19E-30|       18.553|     1.35E-30|             |             
FBQSJ102333.5+395312          | |FBQS J102333.5+395312         |QSO   |  1.333490|    | 18.2g|       18.312|     1.78E-30|       18.208|     1.89E-30|       18.014|     2.26E-30|       18.002|     2.29E-30|       17.890|     2.49E-30|        65.29|     6.53E-28
4C+40.25                      |*|FBQS J102311.5+394815         |QSO   |  1.254000|    |  17.5|       18.474|     1.54E-30|       18.370|     1.63E-30|       18.002|     2.29E-30|       18.111|     2.07E-30|       18.230|     1.82E-30|      1079.96|     1.08E-26
PKS1021-323                   | |PKS 1021-323                  |QSO   |  1.568000|    |  19.5|             |             |             |             |             |             |             |             |             |             |             |             
PMNJ1028-0237                 | |SDSS J102834.03-023659.6      |G     |  0.476000|    |  21.9|       20.345|     2.74E-31|       19.478|     5.87E-31|       18.895|     1.00E-30|       18.383|     1.61E-30|       18.000|     2.25E-30|             |             
TXS1028+605                   |*|WISE J103144.75+602030.3      |QSO   |  1.231173|    | 18.2g|       18.262|     1.87E-30|       18.197|     1.91E-30|       17.950|     2.40E-30|       17.902|     2.51E-30|       17.875|     2.52E-30|             |             
S41030+41                     |*|FBQS J103303.7+411606         |QSO   |  1.118486|    | 19.6g|       19.465|     6.17E-31|       19.515|     5.68E-31|       19.140|     8.02E-31|       19.062|     8.61E-31|       19.213|     7.35E-31|       432.84|     4.33E-27
S41030+61                     |*|WISE J103351.43+605107.3      |QSO   |  1.409276|    | 18.9g|       19.316|     7.07E-31|       18.878|     1.02E-30|       18.461|     1.50E-30|       18.168|     1.96E-30|       17.930|     2.40E-30|             |             
PKS1034-293                   | |[HB89] 1034-293               |QSO   |  0.312000|    | 16.46|             |             |             |             |             |             |             |             |             |             |             |             
PKS1034-374                   | |[HB89] 1034-374               |QSO   |  1.821000|    |  19.5|             |             |             |             |             |             |             |             |             |             |             |             
PKSB1035-281                  |*|WISE J103742.46-282303.9      |QSO   |  1.066000|    | 19.0V|             |             |             |             |             |             |             |             |             |             |             |             
B21040+24A                    | |FBQS J104309.0+240835         |QSO   |  0.563446|    | 16.8i|       18.288|     1.82E-30|       17.701|     3.02E-30|       17.194|     4.81E-30|       16.845|     6.64E-30|       16.525|     8.75E-30|             |             
S51039+81                     | |[HB89] 1039+811               |QSO   |  1.260000|    | 17.9V|             |             |             |             |             |             |             |             |             |             |             |             
PKSB1043-291                  | |WISE J104540.62-292726.4      |QSO   |  2.128000|    |  18.6|             |             |             |             |             |             |             |             |             |             |             |             
S51044+71                     | |WISE J104827.60+714335.9      |QSO   |  1.150000|    | 19.0V|             |             |             |             |             |             |             |             |             |             |             |             
PKSB1054-234                  | |GALEXASC J105724.32-234202.3  |QSO   |  1.125000|    | 20.8R|             |             |             |             |             |             |             |             |             |             |             |             
S51053+70                     | |WISE J105653.60+701145.9      |QSO   |  2.492000|    |  18.5|             |             |             |             |             |             |             |             |             |             |             |             
S51053+81                     | |WISE J105811.52+811432.6      |G     |  0.706000|    |  18.5|             |             |             |             |             |             |             |             |             |             |             |             
MG2J105938+2057               | |SDSS J105939.03+205721.8      |QSO   |  0.400000|    | 18.35|       20.122|     3.37E-31|       19.604|     5.23E-31|       19.073|     8.53E-31|       18.643|     1.27E-30|       18.197|     1.88E-30|             |             
TXS1100+122                   | |2MASS J11030344+1158163       |QSO   |  0.913941|    | 18.9g|       19.205|     7.83E-31|       18.856|     1.04E-30|       18.724|     1.18E-30|       18.716|     1.18E-30|       18.452|     1.48E-30|             |             
MG2J110606+2812               | |WISE J110607.26+281247.1      |QSO   |  0.843521|    | 18.6g|       19.137|     8.34E-31|       18.631|     1.28E-30|       18.139|     2.02E-30|       17.826|     2.69E-30|       17.518|     3.51E-30|             |             
PKS1104-445                   | |[HB89] 1104-445               |QSO   |  1.598000|    |  18.2|             |             |             |             |             |             |             |             |             |             |             |             
TXS1109+350                   | |[HB89] 1109+350               |QSO   |  1.949500|    | 19.4g|       19.334|     6.96E-31|       19.436|     6.10E-31|       19.294|     6.96E-31|       19.006|     9.07E-31|       18.909|     9.73E-31|       188.12|     1.88E-27
PKS1116-46                    | |[HB89] 1116-462               |QSO   |  0.713000|    | 17.00|             |             |             |             |             |             |             |             |             |             |             |             
PKS1118-05                    |*|PKS 1118-05                   |QSO   |  1.297000|    | 18.99|             |             |             |             |             |             |             |             |             |             |             |             
OM235                         |*|WISE J112402.70+233645.9      |QSO   |  1.549000|    | 19.7R|       20.695|     1.98E-31|       20.415|     2.48E-31|       20.143|     3.18E-31|       19.792|     4.40E-31|       19.592|     5.18E-31|             |             
4C+20.25                      | |4C +20.25                     |G     |  0.133000|    |  18.0|       19.123|     8.45E-31|       18.240|     1.84E-30|       17.633|     3.21E-30|       17.209|     4.75E-30|       17.053|     5.38E-30|             |             
PKS1124-186                   | |PKS 1124-186                  |QSO   |  1.050000|    | 18.6V|             |             |             |             |             |             |             |             |             |             |             |             
MG2J112758+3620               | |WISE J112758.88+362028.4      |QSO   |  0.884000|    | 19.59|       21.214|     1.23E-31|       20.670|     1.96E-31|       20.537|     2.21E-31|       20.571|     2.14E-31|       20.349|     2.56E-31|        80.44|     8.04E-28
TXS1125+596                   | |SDSS J112813.32+592515.1      |QSO   |  1.795000|    |  20.0|       19.843|     4.35E-31|       19.606|     5.22E-31|       19.584|     5.33E-31|       19.301|     6.91E-31|       19.227|     7.26E-31|             |             
PKS1127-14                    | |[HB89] 1127-145               |QSO   |  1.184000|    | 16.9V|             |             |             |             |             |             |             |             |             |             |             |             
B21128+38                     |*|B2 1128+38                    |QSO   |  1.740457|    | 18.8g|       19.032|     9.19E-31|       18.846|     1.05E-30|       18.757|     1.14E-30|       18.450|     1.51E-30|       18.446|     1.49E-30|       671.08|     6.71E-27
4C+10.33                      | |[HB89] 1130+106               |QSO   |  0.539667|    | 17.0g|       17.345|     4.35E-30|       17.002|     5.74E-30|       17.084|     5.33E-30|       16.980|     5.86E-30|       17.052|     5.39E-30|             |             
MG2J113627+3408               | |SDSS J113627.34+340739.5      |QSO   |  1.336950|    | 20.3g|       20.434|     2.52E-31|       20.255|     2.87E-31|       19.804|     4.35E-31|       19.605|     5.22E-31|       19.363|     6.40E-31|       152.86|     1.53E-27
B31143+446A                   | |B3 1143+446A                  |QSO   |  0.299836|    | 18.7g|       19.401|     6.54E-31|       18.691|     1.21E-30|       18.052|     2.18E-30|       17.647|     3.17E-30|       17.230|     4.57E-30|             |             
S41144+40                     |*|B2 1144+40                    |QSO   |  1.090069|    | 18.7g|       18.946|     9.94E-31|       18.644|     1.27E-30|       18.309|     1.72E-30|       18.293|     1.75E-30|       18.329|     1.66E-30|       341.11|     3.41E-27
PKS1144-379                   | |[HB89] 1144-379               |QSO   |  1.048000|    |  16.2|             |             |             |             |             |             |             |             |             |             |             |             
PKS1145-071                   | |[HB89] 1145-071 NED01         |QSO   |  1.342000|    | 18.89|             |             |             |             |             |             |             |             |             |             |             |             
PKSB1149-084                  | |WISE J115217.19-084103.1      |QSO   |  2.370000|    |  18.5|             |             |             |             |             |             |             |             |             |             |             |             
B31151+408                    | |B3 1151+408                   |QSO   |  0.925125|    | 19.6g|       19.796|     4.55E-31|       19.530|     5.60E-31|       19.262|     7.16E-31|       19.217|     7.47E-31|       19.027|     8.73E-31|      1024.20|     1.02E-26
OM484                         |*|SBS 1150+497                  |QSO   |  0.333664|    | 17.4g|       17.238|     4.80E-30|       17.397|     3.99E-30|       17.408|     3.95E-30|       17.429|     3.88E-30|       16.819|     6.68E-30|             |             
RXJ1154.0+6022                | |WISE J115404.56+602220.9      |VisS  |  1.120000|    |  19.2|       21.322|     1.11E-31|       20.481|     2.33E-31|       19.760|     4.53E-31|       19.644|     5.04E-31|       19.407|     6.14E-31|             |             
PMNJ1159-2142                 | |WISE J115921.42-214245.0      |QSO   |  0.617000|    | 19.0R|             |             |             |             |             |             |             |             |             |             |             |             
Ton599                        | |FBQS J1159+2914               |QSO   |  0.724688|    | 18.3g|       18.773|     1.17E-30|       18.226|     1.86E-30|       18.092|     2.10E-30|       17.967|     2.36E-30|       17.698|     2.97E-30|             |             
MG1J120448+0408               | |SDSS J120451.67+040814.1      |UvES  |  1.875000|PHOT|      |       20.639|     2.09E-31|       20.573|     2.14E-31|       20.692|     1.92E-31|       20.322|     2.70E-31|       20.082|     3.28E-31|             |             
PKS1203-26                    | |[HB89] 1202-262               |QSO   |  0.789000|    |  19.5|             |             |             |             |             |             |             |             |             |             |             |             
TXS1206+549                   |*|WISE J120854.25+544158.2      |QSO   |  1.345123|    | 19.2g|       19.568|     5.61E-31|       19.234|     7.35E-31|       18.853|     1.04E-30|       18.597|     1.32E-30|       18.393|     1.57E-30|             |             
MG1J120953+1809               | |WISE J120951.77+181006.7      |QSO   |  0.845000|    | 19.29|       19.307|     7.13E-31|       18.885|     1.01E-30|       18.586|     1.34E-30|       18.354|     1.65E-30|       18.159|     1.94E-30|             |             
4C+13.46                      | |LBQS 1210+1324                |QSO   |  1.140240|    | 18.4g|       18.637|     1.32E-30|       18.360|     1.64E-30|       18.002|     2.29E-30|       17.942|     2.42E-30|       17.781|     2.75E-30|             |             
TXS1212+171                   |*|WISE J121503.99+165437.9      |QSO   |  1.132000|    |  19.6|       20.483|     2.41E-31|       20.258|     2.86E-31|       19.813|     4.31E-31|       19.542|     5.54E-31|       19.280|     6.91E-31|             |             
S51217+71                     | |WISE J122003.64+710531.1      |QSO   |  0.451000|    |  20.0|             |             |             |             |             |             |             |             |             |             |             |             
4C+04.42                      | |[HB89] 1219+044               |QSO   |  0.966000|    | 17.0g|       17.309|     4.49E-30|       17.030|     5.60E-30|       16.805|     6.89E-30|       16.655|     7.91E-30|       16.435|     9.51E-30|             |             
SBS1221+503                   | |SBS 1221+503                  |QSO   |  1.063952|    | 17.2g|       17.444|     3.97E-30|       17.168|     4.93E-30|       17.120|     5.15E-30|       17.246|     4.59E-30|       17.351|     4.09E-30|             |             
4C+21.35                      | |PG 1222+216                   |QSO   |  0.432000|    |  17.5|       16.100|     1.37E-29|       15.898|     1.59E-29|       16.101|     1.32E-29|       16.117|     1.30E-29|       15.865|     1.61E-29|             |             
TXS1226+492                   |*|WISE J122851.76+485801.4      |QSO   |  1.716056|    | 18.9g|       19.325|     7.01E-31|       18.926|     9.76E-31|       18.595|     1.32E-30|       18.304|     1.73E-30|       18.131|     1.99E-30|             |             
3C273                         | |3C 273                        |QSO   |  0.158339|    | 12.8V|       12.718|     3.08E-28|       12.803|     2.75E-28|       12.733|     2.93E-28|       12.473|     3.72E-28|       12.729|     2.89E-28|             |             
MG1J123931+0443               | |WISE J123932.76+044305.3      |QSO   |  1.758573|    | 20.5g|       20.622|     2.12E-31|       20.481|     2.33E-31|       20.369|     2.58E-31|       19.999|     3.63E-31|       20.181|     2.99E-31|             |             
PKS1244-255                   | |[HB89] 1244-255               |QSO   |  0.633000|    | 17.41|             |             |             |             |             |             |             |             |             |             |             |             
3C279                         | |3C 279                        |QSO   |  0.536200|    | 15.2R|             |             |             |             |             |             |             |             |             |             |             |             
ON393                         |*|B2 1255+32                    |QSO   |  0.805949|    | 19.0g|       19.509|     5.92E-31|       18.942|     9.62E-31|       18.805|     1.09E-30|       18.695|     1.21E-30|       18.402|     1.55E-30|       595.54|     5.96E-27
PKSB1256-177                  | |WISE J125838.30-180002.8      |QSO   |  1.956000|    | 20.2B|             |             |             |             |             |             |             |             |             |             |             |             
PKS1256-220                   | |[HB89] 1256-220               |QSO   |  1.306000|    |  20.0|             |             |             |             |             |             |             |             |             |             |             |             
OW197                         |*|PKS 1257+145                  |QSO   |  1.108552|    | 19.1g|       19.213|     7.78E-31|       19.037|     8.81E-31|       18.708|     1.19E-30|       18.618|     1.30E-30|       18.555|     1.35E-30|             |             
PMNJ1303-4621                 | |WISE J130340.27-462102.4      |RadioS|  1.664000|    |      |             |             |             |             |             |             |             |             |             |             |             |             
PKS1302-035                   | |[HB89] 1302-034               |QSO   |  1.250000|    | 19.31|             |             |             |             |             |             |             |             |             |             |             |             
5C12.291                      | |WISE J130823.73+354637.1      |QSO   |  1.055000|    |  21.5|       21.097|     1.37E-31|       20.559|     2.17E-31|       20.005|     3.61E-31|       19.579|     5.35E-31|       19.316|     6.68E-31|             |             
OP313                         | |[HB89] 1308+326               |QSO   |  0.998007|    | 18.0g|       18.384|     1.67E-30|       18.047|     2.19E-30|       17.605|     3.30E-30|       17.343|     4.20E-30|       17.118|     5.07E-30|      1467.87|     1.47E-26
TXS1308+554                   | |2MASS J13110320+5513543       |QSO   |  0.924500|    | 19.6g|       19.991|     3.80E-31|       19.530|     5.60E-31|       19.174|     7.77E-31|       18.923|     9.79E-31|       18.634|     1.25E-30|             |             
PKSB1310-041                  | |WISE J131250.90-042449.9      |QSO   |  0.824900|    | 18.7B|             |             |             |             |             |             |             |             |             |             |             |             
PKS1313-333                   | |[HB89] 1313-333               |QSO   |  1.210000|    |  20.0|             |             |             |             |             |             |             |             |             |             |             |             
S41315+34                     | |[HB89] 1315+346               |QSO   |  1.055411|    | 18.2i|       18.596|     1.37E-30|       18.460|     1.50E-30|       18.214|     1.88E-30|       18.268|     1.79E-30|       18.399|     1.56E-30|             |             
TXS1318+225                   |*|WISE J132111.20+221612.1      |QSO   |  0.943000|    | 19.4B|       19.448|     6.26E-31|       19.087|     8.42E-31|       18.724|     1.18E-30|       18.457|     1.50E-30|       18.188|     1.89E-30|             |             
S51322+83                     | |WISE J132145.57+831613.4      |VisS  |  1.024000|    |      |             |             |             |             |             |             |             |             |             |             |             |             
PKSB1319-093                  | |WISE J132236.91-093737.7      |QSO   |  1.864000|    |  18.0|             |             |             |             |             |             |             |             |             |             |             |             
B21324+22                     |*|B2 1324+22                    |QSO   |  1.400000|   :| 17.18|       19.150|     8.24E-31|       18.935|     9.68E-31|       18.688|     1.22E-30|       18.501|     1.44E-30|       18.497|     1.42E-30|             |             
Tol1326-379                   | |TOLOLO 00106                  |G     |  0.028430|    |   15.|             |             |             |             |             |             |             |             |             |             |             |             
B31330+476                    | |B3 1330+476                   |QSO   |  0.669095|    | 17.8g|       18.204|     1.97E-30|       17.747|     2.89E-30|       17.429|     3.88E-30|       17.143|     5.04E-30|       16.907|     6.16E-30|             |             
PKS1329-049                   | |PKS 1329-049                  |QSO   |  2.150000|    |  18.5|             |             |             |             |             |             |             |             |             |             |             |             
PMNJ1332-1256                 | |WISE J133239.24-125615.3      |QSO   |  1.492000|    |      |             |             |             |             |             |             |             |             |             |             |             |             
MG2J133305+2725               |*|WISE J133307.50+272518.3      |QSO   |  2.126000|    | 18.69|       21.549|     9.01E-32|       20.841|     1.67E-31|       20.400|     2.51E-31|       19.813|     4.31E-31|       19.439|     5.97E-31|             |             
CLASSJ1333+5057               | |                              |      |          |    |      |             |             |             |             |             |             |             |             |             |             |             |             
PKS1335-127                   | |[HB89] 1334-127               |QSO   |  0.539000|    | 17.7R|             |             |             |             |             |             |             |             |             |             |             |             
87GB133543.8+654752           | |WISE J133716.04+653246.2      |QSO   |  0.944766|    | 19.5g|       19.723|     4.86E-31|       19.477|     5.88E-31|       19.342|     6.66E-31|       19.396|     6.33E-31|       19.291|     6.84E-31|             |             
PKS1337-013                   | |[HB89] 1337-013               |QSO   |  1.620000|    | 18.73|       19.069|     8.88E-31|       18.882|     1.02E-30|       18.721|     1.18E-30|       18.555|     1.37E-30|       18.457|     1.48E-30|             |             
PKSB1339-206                  | |WISE J134204.74-205129.3      |QSO   |  1.582000|    |  19.0|             |             |             |             |             |             |             |             |             |             |             |             
